id_trap,country,n,start,end,positives,p1_missing,p2_missing,any_missing,both_missing,p1_missing_percent,p2_missing_percent,any_missing_percent,both_missing_percent
354,Spain,15,2020-07-27,2020-11-11,11,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
356,Spain,15,2020-07-27,2020-11-11,11,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
357,Spain,15,2020-07-27,2020-11-11,10,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
382,Spain,15,2020-07-27,2020-11-11,10,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
383,Spain,15,2020-07-27,2020-11-11,6,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
384,Spain,15,2020-07-27,2020-11-11,10,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
385,Spain,15,2020-07-27,2020-11-11,6,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
386,Spain,15,2020-07-27,2020-11-11,5,1,3,3,1,6.666666666666667,20.0,20.0,6.666666666666667
281,Albania,26,2020-06-03,2020-12-30,19,1,4,5,0,3.8461538461538463,15.384615384615385,19.23076923076923,0.0
1351,Austria,16,2020-05-12,2020-10-09,0,2,3,3,2,12.5,18.75,18.75,12.5
1458,Austria,22,2020-05-12,2020-10-27,0,2,4,4,2,9.090909090909092,18.181818181818183,18.181818181818183,9.090909090909092
1386,Austria,24,2020-05-11,2020-10-29,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1388,Austria,24,2020-05-11,2020-10-29,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1436,Austria,24,2020-05-12,2020-10-27,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1440,Austria,24,2020-05-12,2020-10-27,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1475,Austria,24,2020-05-07,2020-10-22,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1477,Austria,24,2020-05-07,2020-10-22,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1488,Austria,24,2020-05-13,2020-10-28,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1492,Austria,24,2020-05-13,2020-10-28,0,2,3,4,1,8.333333333333334,12.5,16.666666666666668,4.166666666666667
1538,Austria,24,2020-05-12,2020-11-03,0,2,4,4,2,8.333333333333334,16.666666666666668,16.666666666666668,8.333333333333334
1449,Austria,18,2020-06-16,2020-10-27,0,2,3,3,2,11.11111111111111,16.666666666666668,16.666666666666668,11.11111111111111
1523,Austria,18,2020-06-02,2020-11-03,0,1,3,3,1,5.555555555555555,16.666666666666668,16.666666666666668,5.555555555555555
1525,Austria,18,2020-06-02,2020-11-03,0,1,3,3,1,5.555555555555555,16.666666666666668,16.666666666666668,5.555555555555555
1527,Austria,18,2020-06-02,2020-11-03,0,1,3,3,1,5.555555555555555,16.666666666666668,16.666666666666668,5.555555555555555
1246,Austria,25,2020-05-08,2020-10-30,0,2,3,4,1,8.0,12.0,16.0,4.0
1519,Austria,25,2020-04-04,2020-10-28,0,2,3,4,1,8.0,12.0,16.0,4.0
140,Greece,19,2020-01-03,2020-11-13,0,2,3,3,2,10.526315789473685,15.789473684210526,15.789473684210526,10.526315789473685
395,Spain,13,2020-08-27,2020-12-04,8,0,2,2,0,0.0,15.384615384615385,15.384615384615385,0.0
1318,Austria,20,2020-05-08,2020-10-18,0,1,3,3,1,5.0,15.0,15.0,5.0
1521,Austria,21,2020-05-14,2020-10-28,0,1,3,3,1,4.761904761904762,14.285714285714286,14.285714285714286,4.761904761904762
164,Portugal,15,2020-07-26,2020-11-01,0,1,2,2,1,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667
165,Portugal,15,2020-07-26,2020-11-01,0,1,2,2,1,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667
166,Portugal,15,2020-07-26,2020-11-01,0,1,2,2,1,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667
167,Portugal,15,2020-07-26,2020-11-01,0,1,2,2,1,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667
168,Portugal,15,2020-07-26,2020-11-01,0,1,2,2,1,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667
229,Spain,15,2020-08-04,2020-11-10,11,1,2,2,1,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667
391,Spain,15,2020-08-12,2020-11-18,11,1,2,2,1,6.666666666666667,13.333333333333334,13.333333333333334,6.666666666666667
290,Albania,31,2020-05-27,2020-12-30,16,2,3,4,1,6.451612903225806,9.67741935483871,12.903225806451612,3.225806451612903
292,Albania,31,2020-05-27,2020-12-30,23,2,3,4,1,6.451612903225806,9.67741935483871,12.903225806451612,3.225806451612903
362,Albania,32,2020-05-18,2020-12-28,20,2,3,4,1,6.25,9.375,12.5,3.125
216,Spain,16,2020-07-28,2020-11-10,13,1,2,2,1,6.25,12.5,12.5,6.25
217,Spain,16,2020-07-28,2020-11-10,5,1,2,2,1,6.25,12.5,12.5,6.25
218,Spain,16,2020-07-28,2020-11-10,9,1,2,2,1,6.25,12.5,12.5,6.25
220,Spain,16,2020-07-28,2020-11-10,13,1,2,2,1,6.25,12.5,12.5,6.25
221,Spain,16,2020-07-28,2020-11-10,8,1,2,2,1,6.25,12.5,12.5,6.25
230,Spain,16,2020-07-28,2020-11-10,6,1,2,2,1,6.25,12.5,12.5,6.25
389,Spain,16,2020-08-05,2020-11-18,6,1,2,2,1,6.25,12.5,12.5,6.25
399,Spain,16,2020-07-27,2020-11-12,13,1,2,2,1,6.25,12.5,12.5,6.25
406,Spain,17,2020-08-07,2020-11-25,8,1,2,2,1,5.882352941176471,11.764705882352942,11.764705882352942,5.882352941176471
280,Albania,26,2020-06-10,2020-12-30,21,1,2,3,0,3.8461538461538463,7.6923076923076925,11.538461538461538,0.0
278,Albania,27,2020-06-03,2020-12-30,21,0,3,3,0,0.0,11.11111111111111,11.11111111111111,0.0
279,Albania,27,2020-06-03,2020-12-30,22,0,3,3,0,0.0,11.11111111111111,11.11111111111111,0.0
282,Albania,27,2020-06-03,2020-12-30,20,0,3,3,0,0.0,11.11111111111111,11.11111111111111,0.0
132,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
133,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
134,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
137,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
138,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
139,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
141,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
144,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
145,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
146,Greece,18,2020-01-03,2020-05-01,0,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
1352,Austria,18,2020-05-12,2020-10-09,1,1,2,2,1,5.555555555555555,11.11111111111111,11.11111111111111,5.555555555555555
135,Greece,19,2020-01-03,2020-05-08,0,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
136,Greece,19,2020-01-03,2020-05-08,0,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
142,Greece,19,2020-01-03,2020-05-08,0,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
143,Greece,19,2020-01-03,2020-05-08,0,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
372,Spain,19,2020-07-29,2020-12-02,7,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
373,Spain,19,2020-07-29,2020-12-02,10,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
374,Spain,19,2020-07-29,2020-12-02,13,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
375,Spain,19,2020-07-29,2020-12-02,8,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
376,Spain,19,2020-07-29,2020-12-02,14,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
379,Spain,19,2020-07-29,2020-12-02,0,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
456,Italy,19,2020-06-30,2020-11-03,15,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
460,Italy,19,2020-06-30,2020-11-03,17,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
462,Italy,19,2020-06-30,2020-11-03,14,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
478,Italy,19,2020-06-30,2020-11-03,11,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
479,Italy,19,2020-06-30,2020-11-03,17,1,2,2,1,5.2631578947368425,10.526315789473685,10.526315789473685,5.2631578947368425
1448,Austria,20,2020-06-16,2020-10-27,0,1,2,2,1,5.0,10.0,10.0,5.0
448,Italy,21,2020-06-16,2020-11-03,19,1,2,2,1,4.761904761904762,9.523809523809524,9.523809523809524,4.761904761904762
449,Italy,21,2020-06-16,2020-11-03,19,1,2,2,1,4.761904761904762,9.523809523809524,9.523809523809524,4.761904761904762
450,Italy,21,2020-06-16,2020-11-03,20,1,2,2,1,4.761904761904762,9.523809523809524,9.523809523809524,4.761904761904762
451,Italy,21,2020-06-16,2020-11-03,15,1,2,2,1,4.761904761904762,9.523809523809524,9.523809523809524,4.761904761904762
452,Italy,21,2020-06-16,2020-11-03,17,1,2,2,1,4.761904761904762,9.523809523809524,9.523809523809524,4.761904761904762
483,Italy,21,2020-06-16,2020-11-03,14,1,2,2,1,4.761904761904762,9.523809523809524,9.523809523809524,4.761904761904762
1526,Austria,23,2020-05-11,2020-10-12,0,1,2,2,1,4.3478260869565215,8.695652173913043,8.695652173913043,4.3478260869565215
1528,Austria,23,2020-05-11,2020-10-12,0,1,2,2,1,4.3478260869565215,8.695652173913043,8.695652173913043,4.3478260869565215
1529,Austria,23,2020-05-11,2020-10-12,0,1,2,2,1,4.3478260869565215,8.695652173913043,8.695652173913043,4.3478260869565215
1531,Austria,23,2020-05-11,2020-10-12,0,1,2,2,1,4.3478260869565215,8.695652173913043,8.695652173913043,4.3478260869565215
1532,Austria,23,2020-05-11,2020-10-12,0,1,2,2,1,4.3478260869565215,8.695652173913043,8.695652173913043,4.3478260869565215
1431,Austria,24,2020-05-19,2020-10-27,0,1,2,2,1,4.166666666666667,8.333333333333334,8.333333333333334,4.166666666666667
1432,Austria,24,2020-05-19,2020-10-27,0,1,2,2,1,4.166666666666667,8.333333333333334,8.333333333333334,4.166666666666667
1433,Austria,24,2020-05-19,2020-10-27,0,1,2,2,1,4.166666666666667,8.333333333333334,8.333333333333334,4.166666666666667
1434,Austria,24,2020-05-19,2020-10-27,0,1,2,2,1,4.166666666666667,8.333333333333334,8.333333333333334,4.166666666666667
1435,Austria,24,2020-05-19,2020-10-27,0,1,2,2,1,4.166666666666667,8.333333333333334,8.333333333333334,4.166666666666667
1497,Austria,24,2020-05-13,2020-10-21,0,1,2,2,1,4.166666666666667,8.333333333333334,8.333333333333334,4.166666666666667
1335,Austria,25,2020-05-11,2020-10-29,0,1,2,2,1,4.0,8.0,8.0,4.0
1384,Austria,25,2020-05-11,2020-10-29,0,1,2,2,1,4.0,8.0,8.0,4.0
1385,Austria,25,2020-05-11,2020-10-29,0,1,2,2,1,4.0,8.0,8.0,4.0
1387,Austria,25,2020-05-11,2020-10-29,0,1,2,2,1,4.0,8.0,8.0,4.0
1437,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1438,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1457,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1474,Austria,25,2020-05-07,2020-10-22,0,1,2,2,1,4.0,8.0,8.0,4.0
1478,Austria,25,2020-05-07,2020-10-22,0,1,2,2,1,4.0,8.0,8.0,4.0
1484,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1485,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1486,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1487,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1489,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1490,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1491,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1493,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1494,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1495,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1496,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1498,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1499,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1500,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1501,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1502,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1503,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1516,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1517,Austria,25,2020-05-13,2020-10-28,0,1,2,2,1,4.0,8.0,8.0,4.0
1540,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1541,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1542,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1543,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1544,Austria,25,2020-05-12,2020-10-27,0,1,2,2,1,4.0,8.0,8.0,4.0
1238,Austria,26,2020-05-08,2020-10-30,0,1,2,2,1,3.8461538461538463,7.6923076923076925,7.6923076923076925,3.8461538461538463
1244,Austria,26,2020-05-08,2020-10-30,0,1,2,2,1,3.8461538461538463,7.6923076923076925,7.6923076923076925,3.8461538461538463
1260,Austria,26,2020-05-08,2020-10-30,0,1,2,2,1,3.8461538461538463,7.6923076923076925,7.6923076923076925,3.8461538461538463
291,Albania,32,2020-05-27,2020-12-30,18,1,2,2,1,3.125,6.25,6.25,3.125
293,Albania,32,2020-05-27,2020-12-30,20,1,2,2,1,3.125,6.25,6.25,3.125
295,Albania,32,2020-05-27,2020-12-30,19,1,2,2,1,3.125,6.25,6.25,3.125
360,Albania,33,2020-05-18,2020-12-28,24,1,2,2,1,3.0303030303030303,6.0606060606060606,6.0606060606060606,3.0303030303030303
361,Albania,33,2020-05-18,2020-12-28,25,1,2,2,1,3.0303030303030303,6.0606060606060606,6.0606060606060606,3.0303030303030303
363,Albania,33,2020-05-18,2020-12-28,24,1,2,2,1,3.0303030303030303,6.0606060606060606,6.0606060606060606,3.0303030303030303
365,Albania,33,2020-05-18,2020-12-28,20,1,2,2,1,3.0303030303030303,6.0606060606060606,6.0606060606060606,3.0303030303030303
